19-3-6 下午12:59
项目统计

     	     片段	     词汇	 字符（无空白）	 字符（含空白）	#Files	
总共：  	1006522	4257057	36375270	38044126	  6142	
剩余：  	 973565	4153753	35750194	37347858	  6142	
独特：  	 251106	1495192	12745031	13643919	  5825	
剩余独特：	 250293	1486339	12700482	13591289	  5824	


单文件统计：

文件名                                                                                                                                               	  总片段	 剩余片段	 独特片段	剩余独特片段	  总计词汇	  剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
4.0.1/df/d21/structcv_1_1structured__light_1_1SinusoidalPattern_1_1Params.html                                                                    	  126	  122	   36	    36	   483	   473	  149	   149	    4616	     4542	     1546	       1546	    4765	     4685	     1609	       1609	
4.0.1/df/d22/structcv_1_1cudev_1_1identity.html                                                                                                   	   55	   51	    7	     7	   223	   212	   45	    45	    1706	     1629	      336	        336	    1791	     1707	      357	        357	
4.0.1/df/d23/classcv_1_1cuda_1_1BackgroundSubtractorMOG2.html                                                                                     	  362	  312	   11	    11	  1641	  1483	   62	    62	   14829	    13941	      587	        587	   15417	    14420	      611	        611	
4.0.1/df/d24/classcv_1_1reg_1_1MapperGradShift.html                                                                                               	  157	  150	   25	    25	   603	   578	   88	    88	    4957	     4795	      942	        942	    5104	     4924	      964	        964	
4.0.1/df/d24/group__highgui__opengl.html                                                                                                          	  153	  142	   45	    45	   603	   588	  248	   248	    4313	     4191	     1441	       1441	    4720	     4594	     1692	       1692	
4.0.1/df/d24/tutorial_js_image_display.html                                                                                                       	   91	   83	   43	    43	   508	   494	  342	   342	    2994	     2911	     1835	       1835	    3372	     3283	     2124	       2124	
4.0.1/df/d25/classcv_1_1face_1_1LBPHFaceRecognizer.html                                                                                           	  519	  479	   98	    98	  1993	  1888	  420	   420	   17321	    16744	     3591	       3591	   18031	    17388	     3852	       3852	
4.0.1/df/d27/classcv_1_1GCPUKernel.html                                                                                                           	   86	   81	   18	    18	   256	   233	   57	    57	    2307	     2155	      532	        532	    2395	     2225	      557	        557	
4.0.1/df/d27/expr_2deriv_8hpp.html                                                                                                                	   86	   83	   21	    21	   314	   296	  119	   119	    2888	     2789	     1032	       1032	    3031	     2917	     1116	       1116	
4.0.1/df/d27/structcv_1_1cudev_1_1DisableIf.html                                                                                                  	   30	   29	    2	     2	   119	   115	   17	    17	     901	      877	      109	        109	     950	      923	      122	        122	
4.0.1/df/d28/bufferpool_8hpp.html                                                                                                                 	   36	   34	    2	     2	    91	    74	   11	    11	     811	      721	       87	         87	     850	      745	       92	         92	
4.0.1/df/d29/classcv_1_1cuda_1_1LookUpTable.html                                                                                                  	  183	  156	   11	    11	   831	   723	   87	    87	    6868	     6238	      592	        592	    7184	     6472	      642	        642	
4.0.1/df/d29/structcv_1_1cudev_1_1cos__func_3_01uint_01_4-members.html                                                                            	   38	   37	    2	     2	   183	   179	   22	    22	    1237	     1213	      123	        123	    1291	     1264	      141	        141	
4.0.1/df/d2b/classcv_1_1SVD-members.html                                                                                                          	  102	  101	   28	    28	   447	   443	  218	   218	    3167	     3143	     1617	       1617	    3316	     3289	     1742	       1742	
4.0.1/df/d2b/slic_8hpp.html                                                                                                                       	   70	   67	    9	     9	   247	   229	   50	    50	    2393	     2294	      388	        388	    2491	     2377	      423	        423	
4.0.1/df/d2c/tutorial_table_of_content_videoio.html                                                                                               	   33	   32	    4	     4	   141	   137	   41	    41	     982	      958	      223	        223	    1080	     1053	      257	        257	
4.0.1/df/d2d/group__ximgproc.html                                                                                                                 	  311	  297	   94	    94	  1348	  1329	  633	   633	   10473	    10329	     4379	       4379	   11187	    11038	     4829	       4829	
4.0.1/df/d2d/structcv_1_1cudev_1_1TupleTraits_3_01tuple_3_01P0_00_01P1_00_01P2_00_01P3_00_01P4_00_01P5_00_01P5a540653759c1d2bbc2c7e95b00b9e82.html	   33	   32	    2	     2	   283	   279	   42	    42	    1771	     1747	      193	        193	    1876	     1849	      233	        233	
4.0.1/df/d2d/structcv_1_1stereo_1_1MCTKernel-members.html                                                                                         	   52	   51	    4	     4	   228	   224	   29	    29	    1761	     1737	      189	        189	    1828	     1801	      210	        210	
4.0.1/df/d2e/group__core__hal__interface__merge.html                                                                                              	  115	  110	   16	    16	   328	   319	   54	    54	    2828	     2757	      460	        460	    2957	     2882	      509	        509	
4.0.1/df/d2e/structcv_1_1cudev_1_1pow__func_3_01double_01_4-members.html                                                                          	   42	   41	    3	     3	   212	   208	   28	    28	    1520	     1496	      165	        165	    1583	     1556	      187	        187	
4.0.1/df/d32/convert_8hpp.html                                                                                                                    	   88	   85	   12	    12	   379	   361	   71	    71	    2956	     2857	      378	        378	    3027	     2913	      411	        411	
4.0.1/df/d32/structcv_1_1cudev_1_1SelectIf-members.html                                                                                           	   29	   28	    2	     2	   113	   109	   26	    26	     812	      788	      159	        159	     861	      834	      181	        181	
4.0.1/df/d33/classcv_1_1TransverseMercatorWarper.html                                                                                             	   64	   59	    7	     7	   220	   198	   31	    31	    2005	     1867	      351	        351	    2078	     1923	      360	        360	
4.0.1/df/d33/structured__light_2structured__light_8hpp.html                                                                                       	   55	   51	    1	     1	   170	   151	   12	    12	    1694	     1590	      146	        146	    1753	     1634	      149	        149	
4.0.1/df/d34/js__table__of__contents__video_8markdown.html                                                                                        	   17	   16	    2	     2	    55	    51	   19	    19	     513	      489	      235	        235	     538	      511	      240	        240	
4.0.1/df/d34/structcv_1_1TrackerBoosting_1_1Params-members.html                                                                                   	   57	   56	    3	     3	   242	   238	   23	    23	    2133	     2109	      154	        154	    2173	     2146	      168	        168	
4.0.1/df/d34/structcvflann_1_1index__creator_3_01False_00_01False_00_01Distance_01_4-members.html                                                 	   28	   27	    2	     2	   152	   148	   24	    24	    1083	     1059	      161	        161	    1146	     1119	      183	        183	
4.0.1/df/d35/structcv_1_1cudev_1_1cos__func_3_01ushort_01_4.html                                                                                  	   67	   63	    7	     7	   299	   288	   57	    57	    2346	     2269	      394	        394	    2436	     2352	      415	        415	
4.0.1/df/d36/classcvflann_1_1KDTreeIndex.html                                                                                                     	  334	  318	   51	    51	  1190	  1156	  188	   188	   11546	    11321	     2292	       2292	   12000	    11757	     2382	       2382	
4.0.1/df/d37/classcv_1_1saliency_1_1StaticSaliencySpectralResidual.html                                                                           	  385	  352	   49	    49	  1339	  1212	  182	   182	   13402	    12656	     2555	       2555	   13820	    12979	     2637	       2637	
4.0.1/df/d38/structcv_1_1cudev_1_1RGBA__to__Lab4__func.html                                                                                       	   34	   33	    4	     4	   146	   142	   35	    35	    1076	     1052	      247	        247	    1128	     1101	      263	        263	
4.0.1/df/d38/tutorial_feature_classification.html                                                                                                 	  287	  284	   66	    66	  1450	  1444	  492	   492	   10784	    10752	     3292	       3292	   11799	    11764	     3728	       3728	
4.0.1/df/d3a/group__phase__unwrapping.html                                                                                                        	   48	   45	    7	     7	   344	   337	  132	   132	    2250	     2200	      764	        764	    2503	     2449	      889	        889	
4.0.1/df/d3c/structcv_1_1cudev_1_1sqr__func-members.html                                                                                          	   30	   29	    2	     2	   117	   113	   22	    22	     803	      779	      117	        117	     850	      823	      135	        135	
4.0.1/df/d3d/classcvflann_1_1KDTreeIndex-members.html                                                                                             	  109	  108	    6	     6	   444	   440	   39	    39	    4282	     4258	      317	        317	    4432	     4405	      348	        348	
4.0.1/df/d3d/structcv_1_1detail_1_1CompileArgTag_3_01cv_1_1gapi_1_1GLookupOrder_01_4.html                                                         	   43	   41	    5	     5	   188	   181	   46	    46	    1395	     1344	      352	        352	    1462	     1406	      368	        368	
4.0.1/df/d3d/tutorial_py_inpainting.html                                                                                                          	  103	   92	   56	    56	   796	   773	  654	   654	    4850	     4691	     3463	       3463	    5480	     5309	     4046	       4046	
4.0.1/df/d3e/table__of__content__hdf_8markdown.html                                                                                               	   17	   16	    2	     2	    55	    51	   19	    19	     509	      485	      231	        231	     534	      507	      236	        236	
4.0.1/df/d3f/structcv_1_1detail_1_1CylindricalPortraitProjector.html                                                                              	  111	  108	   11	    11	   408	   398	   59	    59	    3558	     3486	      707	        707	    3669	     3590	      717	        717	
4.0.1/df/d41/classcv_1_1gapi_1_1fluid_1_1View-members.html                                                                                        	   76	   75	    7	     7	   383	   379	   37	    37	    2517	     2493	      192	        192	    2565	     2538	      212	        212	
4.0.1/df/d42/py__table__of__contents__feature2d_8markdown.html                                                                                    	   17	   16	    2	     2	    55	    51	   19	    19	     529	      505	      251	        251	     554	      527	      256	        256	
4.0.1/df/d43/interfaceCvVideoCamera-members.html                                                                                                  	  159	  158	    5	     5	   352	   348	   19	    19	    5261	     5237	      161	        161	    5297	     5270	      175	        175	
4.0.1/df/d43/structcv_1_1optflow_1_1GPCPatchDescriptor-members.html                                                                               	   48	   47	    5	     5	   189	   185	   30	    30	    1669	     1645	      211	        211	    1712	     1685	      232	        232	
4.0.1/df/d43/structcvflann_1_1HierarchicalClusteringIndexParams-members.html                                                                      	   28	   27	    3	     3	    99	    95	   31	    31	    1012	      988	      289	        289	    1055	     1028	      310	        310	
4.0.1/df/d44/structcv_1_1cudev_1_1bit__xor.html                                                                                                   	   59	   55	    7	     7	   253	   242	   47	    47	    1881	     1804	      332	        332	    1975	     1891	      353	        353	
4.0.1/df/d45/structcv_1_1detail_1_1GCompoundCallHelper.html                                                                                       	   27	   26	    2	     2	    95	    91	   19	    19	     777	      753	      171	        171	     823	      796	      186	        186	
4.0.1/df/d46/structcv_1_1cudev_1_1exp2__func_3_01double_01_4-members.html                                                                         	   38	   37	    2	     2	   187	   183	   24	    24	    1269	     1245	      129	        129	    1323	     1296	      147	        147	
4.0.1/df/d46/structcv_1_1cudev_1_1Luv4__to__LBGRA__func.html                                                                                      	   34	   33	    4	     4	   146	   142	   35	    35	    1082	     1058	      251	        251	    1134	     1107	      267	        267	
4.0.1/df/d46/tutorial__decode__pattern_8markdown.html                                                                                             	   17	   16	    2	     2	    57	    53	   21	    21	     571	      547	      293	        293	     596	      569	      298	        298	
4.0.1/df/d47/classcv_1_1cudev_1_1color__cvt__detail_1_1Gray2RGB.html                                                                              	   26	   24	    4	     4	   112	    97	   22	    22	     820	      735	      148	        148	     862	      764	      156	        156	
4.0.1/df/d47/namespacecv_1_1ft.html                                                                                                               	  193	  175	   23	    23	   943	   922	  179	   179	    9373	     9228	     1475	       1475	    9662	     9514	     1645	       1645	
4.0.1/df/d47/structcv_1_1cudev_1_1exp__func_3_01schar_01_4-members.html                                                                           	   38	   37	    2	     2	   183	   179	   22	    22	    1248	     1224	      125	        125	    1302	     1275	      143	        143	
4.0.1/df/d47/structcv_1_1cudev_1_1numeric__limits_3_01ushort_01_4.html                                                                            	   73	   71	   10	    10	   329	   322	   61	    61	    2727	     2676	      545	        545	    2830	     2774	      577	        577	
4.0.1/df/d48/classcv_1_1HausdorffDistanceExtractor-members.html                                                                                   	  111	  110	    6	     6	   408	   404	   32	    32	    3783	     3759	      257	        257	    3864	     3837	      277	        277	
4.0.1/df/d48/fast__marching_8hpp.html                                                                                                             	   52	   49	    3	     3	   151	   133	   17	    17	    1402	     1305	      190	        190	    1451	     1339	      196	        196	
4.0.1/df/d48/opencl__svm_8hpp.html                                                                                                                	   27	   26	    2	     2	    65	    61	   12	    12	     635	      611	       94	         94	     660	      633	       99	         99	
4.0.1/df/d49/structcv_1_1cudev_1_1Luv__to__BGRA__func.html                                                                                        	   34	   33	    4	     4	   142	   138	   32	    32	    1070	     1046	      243	        243	    1122	     1095	      259	        259	
4.0.1/df/d4a/classcv_1_1ocl_1_1Timer.html                                                                                                         	   91	   85	   22	    22	   269	   245	   65	    65	    2159	     2002	      551	        551	    2241	     2066	      571	        571	
4.0.1/df/d4a/line__descriptor_8hpp.html                                                                                                           	   29	   28	    3	     3	    81	    77	   18	    18	     857	      833	      207	        207	     883	      856	      213	        213	
4.0.1/df/d4a/tutorial_charuco_detection.html                                                                                                      	  344	  342	  129	   129	  2679	  2668	 1466	  1466	   20415	    20349	     9434	       9434	   22104	    22029	    10679	      10679	
4.0.1/df/d4b/classcv_1_1tracking_1_1UnscentedKalmanFilter-members.html                                                                            	   60	   59	    9	     9	   246	   242	   42	    42	    2282	     2258	      332	        332	    2334	     2307	      356	        356	
4.0.1/df/d4b/structcv_1_1cudev_1_1LBGRA__to__Luv4__func.html                                                                                      	   34	   33	    4	     4	   146	   142	   35	    35	    1082	     1058	      251	        251	    1134	     1107	      267	        267	
4.0.1/df/d4c/classcv_1_1MatAllocator.html                                                                                                         	  252	  237	   61	    61	   688	   655	  226	   226	    5923	     5719	     1985	       1985	    6166	     5944	     2132	       2132	
4.0.1/df/d4c/classcv_1_1ximgproc_1_1FastLineDetector.html                                                                                         	  344	  316	   38	    38	  1484	  1375	  195	   195	   12363	    11723	     1649	       1649	   13073	    12351	     1764	       1764	
4.0.1/df/d4e/classcv_1_1img__hash_1_1PHash.html                                                                                                   	  214	  189	   17	    17	   957	   853	   86	    86	    8066	     7467	      663	        663	    8388	     7709	      700	        700	
4.0.1/df/d4e/group__imgproc__c.html                                                                                                               	   19	   17	    0	     0	    47	    41	    0	     0	     340	      301	        0	          0	     364	      321	        0	          0	
4.0.1/df/d4e/structcv_1_1detail_1_1PlaneProjector-members.html                                                                                    	   61	   60	    2	     2	   295	   291	   20	    20	    2332	     2308	      125	        125	    2393	     2366	      139	        139	
4.0.1/df/d4f/structcv_1_1cudev_1_1PtrTraits_3_01DerivYPtrSz_3_01SrcPtr_01_4_01_4-members.html                                                     	   56	   55	    5	     5	   291	   287	   39	    39	    2347	     2323	      268	        268	    2460	     2433	      302	        302	
4.0.1/df/d51/structcv_1_1cudacodec_1_1FormatInfo-members.html                                                                                     	   41	   40	    2	     2	   160	   156	   20	    20	    1304	     1280	      123	        123	    1340	     1313	      137	        137	
4.0.1/df/d52/classcv_1_1img__hash_1_1ColorMomentHash.html                                                                                         	  214	  188	   15	    15	   950	   845	   63	    63	    8241	     7635	      680	        680	    8554	     7868	      696	        696	
4.0.1/df/d54/samples_2cpp_2peopledetect_8cpp-example.html                                                                                         	  209	  208	   64	    64	   908	   904	  370	   370	    7752	     7728	     2330	       2330	    8151	     8124	     2649	       2649	
4.0.1/df/d54/tutorial_py_features_meaning.html                                                                                                    	   98	   92	   71	    71	   961	   947	  902	   902	    4656	     4548	     4152	       4152	    5514	     5398	     4983	       4983	
4.0.1/df/d55/classcv_1_1cuda_1_1GpuMat_1_1Allocator-members.html                                                                                  	   42	   41	    7	     7	   188	   184	   66	    66	    1301	     1277	      468	        468	    1347	     1320	      490	        490	
4.0.1/df/d55/classcv_1_1img__hash_1_1BlockMeanHash.html                                                                                           	  261	  232	   24	    24	  1069	   959	   90	    90	    9322	     8680	      961	        961	    9669	     8945	      985	        985	
4.0.1/df/d56/structcv_1_1cudev_1_1maximum_3_01float_01_4-members.html                                                                             	   42	   41	    2	     2	   208	   204	   22	    22	    1483	     1459	      123	        123	    1546	     1519	      141	        141	
4.0.1/df/d57/classcv_1_1ximgproc_1_1segmentation_1_1SelectiveSearchSegmentation-members.html                                                      	  145	  144	   12	    12	   674	   670	   80	    80	    6316	     6292	      615	        615	    6418	     6391	      653	        653	
4.0.1/df/d57/namespacecv_1_1dnn.html                                                                                                              	  884	  850	  146	   146	  3655	  3612	  803	   803	   34409	    33852	     8093	       8093	   35443	    34871	     8716	       8716	
4.0.1/df/d58/classcv_1_1cuda_1_1StereoBeliefPropagation-members.html                                                                              	  246	  245	    3	     3	  1023	  1019	   31	    31	    9426	     9402	      215	        215	    9591	     9564	      238	        238	
4.0.1/df/d59/classcv_1_1MultiTracker__Alt-members.html                                                                                            	   52	   51	    2	     2	   197	   193	   18	    18	    1732	     1708	      113	        113	    1777	     1750	      127	        127	
4.0.1/df/d59/table__of__content__ios_8markdown.html                                                                                               	   17	   16	    2	     2	    55	    51	   19	    19	     485	      461	      207	        207	     510	      483	      212	        212	
4.0.1/df/d5b/classcv_1_1videostab_1_1WeightingDeblurer.html                                                                                       	  141	  136	   20	    20	   508	   486	   70	    70	    4608	     4470	      765	        765	    4753	     4598	      790	        790	
4.0.1/df/d5b/group__fuzzy.html                                                                                                                    	   72	   70	   20	    20	   209	   203	   72	    72	    1807	     1764	      558	        558	    1926	     1879	      597	        597	
4.0.1/df/d5b/group__imgproc__subdiv2d.html                                                                                                        	   36	   33	    8	     8	   176	   168	  106	   106	    1136	     1078	      601	        601	    1258	     1195	      698	        698	
4.0.1/df/d5c/classcv_1_1ximgproc_1_1segmentation_1_1GraphSegmentation-members.html                                                                	  125	  124	    7	     7	   538	   534	   42	    42	    4673	     4649	      283	        283	    4753	     4726	      303	        303	
4.0.1/df/d5c/ml_2ml_8hpp.html                                                                                                                     	   27	   26	    2	     2	    69	    65	   11	    11	     600	      576	       95	         95	     626	      599	       98	         98	
4.0.1/df/d5d/namespacecv_1_1bgsegm.html                                                                                                           	  145	  134	    9	     9	   719	   690	  118	   118	    6813	     6643	     1109	       1109	    7093	     6903	     1193	       1193	
4.0.1/df/d5d/structcv_1_1cudev_1_1HLS__to__BGRA__func.html                                                                                        	   34	   33	    4	     4	   142	   138	   32	    32	    1070	     1046	      243	        243	    1122	     1095	      259	        259	
4.0.1/df/d5d/structcv_1_1datasets_1_1skeleton-members.html                                                                                        	   29	   28	    2	     2	   103	    99	   20	    20	     757	      733	      117	        117	     793	      766	      131	        131	
4.0.1/df/d5e/samples_2cpp_2tutorial_code_2ImgProc_2Morphology_1_8cpp-example.html                                                                 	  133	  132	   16	    16	   550	   546	   70	    70	    5403	     5379	      647	        647	    5691	     5664	      695	        695	
4.0.1/df/d60/namespacecv_1_1ogl.html                                                                                                              	  148	  142	   20	    20	   682	   673	  100	   100	    6134	     6073	      730	        730	    6366	     6302	      840	        840	
4.0.1/df/d61/tutorial_random_generator_and_text.html                                                                                              	  210	  207	   95	    95	  1510	  1504	 1063	  1063	    9557	     9524	     5558	       5558	   10685	    10649	     6447	       6447	
4.0.1/df/d62/classcv_1_1DescriptorMatcher-members.html                                                                                            	  223	  222	    7	     7	   934	   930	   69	    69	    9409	     9385	      556	        556	    9626	     9599	      603	        603	
4.0.1/df/d62/classcv_1_1MergeDebevec.html                                                                                                         	  232	  205	    9	     9	   923	   815	   33	    33	    7957	     7327	      330	        330	    8310	     7598	      340	        340	
4.0.1/df/d63/classcv_1_1detail_1_1BasicVectorRef.html                                                                                             	   62	   59	   13	    13	   209	   191	   54	    54	    1777	     1671	      530	        530	    1847	     1726	      545	        545	
4.0.1/df/d63/classcv_1_1viz_1_1WCoordinateSystem.html                                                                                             	  303	  287	   12	    12	  1218	  1186	   57	    57	    9780	     9568	      477	        477	   10043	     9815	      501	        501	
4.0.1/df/d63/structcv_1_1MatSize.html                                                                                                             	  120	  112	   34	    34	   307	   292	  121	   121	    2614	     2517	     1263	       1263	    2720	     2616	     1291	       1291	
4.0.1/df/d65/classcv_1_1NormHistogramCostExtractor.html                                                                                           	  200	  175	   11	    11	   787	   681	   39	    39	    7180	     6569	      531	        531	    7466	     6773	      543	        543	
4.0.1/df/d65/tutorial_table_of_content_introduction.html                                                                                          	  125	  123	   48	    48	   650	   643	  367	   367	    4374	     4330	     2246	       2246	    4874	     4825	     2550	       2550	
4.0.1/df/d66/classcv_1_1dnn_1_1TanHLayer.html                                                                                                     	  411	  372	    8	     8	  2231	  2114	   42	    42	   18006	    17321	      308	        308	   18784	    18020	      321	        321	
4.0.1/df/d68/structcv_1_1face_1_1FacemarkAAM_1_1Params.html                                                                                       	  140	  131	   34	    34	   461	   445	  125	   125	    4034	     3912	     1221	       1221	    4147	     4018	     1247	       1247	
4.0.1/df/d69/classcv_1_1viz_1_1WCameraPosition-members.html                                                                                       	  212	  211	    7	     7	  1067	  1063	   76	    76	    7953	     7929	      501	        501	    8070	     8043	      548	        548	
4.0.1/df/d69/structcv_1_1cudev_1_1log2__func_3_01uint_01_4.html                                                                                   	   67	   63	    7	     7	   304	   293	   61	    61	    2328	     2251	      388	        388	    2418	     2334	      409	        409	
4.0.1/df/d6c/classcv_1_1Point3__.html                                                                                                             	  320	  309	   83	    83	  1227	  1197	  387	   387	   10584	    10400	     3745	       3745	   11033	    10830	     3996	       3996	
4.0.1/df/d6c/group__ximgproc__superpixel.html                                                                                                     	  251	  243	   87	    87	  1162	  1148	  544	   544	    9359	     9240	     3718	       3718	   10035	     9908	     4169	       4169	
4.0.1/df/d6c/tutorial_js_face_detection_camera.html                                                                                               	   26	   21	    3	     3	    86	    76	   30	    30	     629	      564	      149	        149	     682	      612	      176	        176	
4.0.1/df/d6c/ximgproc_8hpp.html                                                                                                                   	  126	  120	   47	    47	   505	   484	  216	   216	    4974	     4854	     2062	       2062	    5156	     5021	     2160	       2160	
4.0.1/df/d6e/structcv_1_1cudev_1_1log10__func_3_01uint_01_4.html                                                                                  	   67	   63	    7	     7	   304	   293	   61	    61	    2338	     2261	      394	        394	    2428	     2344	      415	        415	
4.0.1/df/d6e/structcv_1_1cudev_1_1not__equal__to-members.html                                                                                     	   30	   29	    3	     3	   126	   122	   32	    32	     878	      854	      212	        212	     930	      903	      230	        230	
4.0.1/df/d70/exposure__compensate_8hpp.html                                                                                                       	   66	   62	    2	     2	   247	   228	   12	    12	    2047	     1943	      122	        122	    2132	     2013	      127	        127	
4.0.1/df/d71/structcv_1_1cudev_1_1PtrTraits_3_01UnaryTransformPtrSz_3_01SrcPtr_00_01Op_01_4_01_4.html                                             	   76	   75	   15	    15	   425	   421	  133	   133	    3520	     3496	     1028	       1028	    3673	     3646	     1122	       1122	
4.0.1/df/d71/structcv_1_1cudev_1_1TypesEquals.html                                                                                                	   44	   43	    5	     5	   161	   157	   27	    27	    1275	     1251	      208	        208	    1345	     1318	      225	        225	
4.0.1/df/d72/structcv_1_1rgbd_1_1RgbdFrame-members.html                                                                                           	   68	   67	    2	     2	   313	   309	   20	    20	    2319	     2295	      111	        111	    2381	     2354	      125	        125	
4.0.1/df/d74/classcv_1_1FastFeatureDetector.html                                                                                                  	  406	  376	   45	    45	  1480	  1382	  140	   140	   14649	    14060	     1683	       1683	   15149	    14491	     1743	       1743	
4.0.1/df/d75/structcv_1_1detail_1_1OCLCallHelper.html                                                                                             	   27	   26	    2	     2	    96	    92	   19	    19	     742	      718	      159	        159	     788	      761	      174	        174	
4.0.1/df/d79/structcv_1_1cudev_1_1numeric__limits_3_01bool_01_4-members.html                                                                      	   40	   39	    2	     2	   200	   196	   22	    22	    1312	     1288	      135	        135	    1360	     1333	      153	        153	
4.0.1/df/d79/structcv_1_1cudev_1_1XYZ4__to__BGR__func.html                                                                                        	   34	   33	    4	     4	   146	   142	   35	    35	    1070	     1046	      243	        243	    1122	     1095	      259	        259	
4.0.1/df/d7a/structcv_1_1flann_1_1KMeansIndexParams.html                                                                                          	  116	  114	    8	     8	   509	   502	   51	    51	    4822	     4777	      485	        485	    4968	     4918	      501	        501	
4.0.1/df/d7b/classcv_1_1dnn_1_1BackendWrapper.html                                                                                                	  190	  178	   48	    48	   657	   627	  197	   197	    5252	     5045	     1491	       1491	    5515	     5290	     1612	       1612	
4.0.1/df/d7b/structcv_1_1cudev_1_1logical__or-members.html                                                                                        	   30	   29	    2	     2	   122	   118	   22	    22	     858	      834	      121	        121	     910	      883	      139	        139	
4.0.1/df/d7c/classcv_1_1GKernelType_3_01K_00_01std_1_1function_3_01R_07Args_8_8_8_08_4_01_4.html                                                  	   71	   68	   15	    15	   414	   396	  132	   132	    2606	     2494	      825	        825	    2740	     2613	      884	        884	
4.0.1/df/d7c/map_8hpp.html                                                                                                                        	   49	   47	    2	     2	   156	   139	   15	    15	    1239	     1149	      127	        127	    1295	     1190	      132	        132	
4.0.1/df/d7d/structcv_1_1multicalib_1_1MultiCameraCalibration_1_1vertex-members.html                                                              	   45	   44	    4	     4	   200	   196	   28	    28	    1769	     1745	      192	        192	    1808	     1781	      209	        209	
4.0.1/df/d7e/tutorial_table_of_content_gapi.html                                                                                                  	   26	   25	    5	     5	   117	   113	   61	    61	     789	      765	      366	        366	     876	      849	      420	        420	
4.0.1/df/d7f/structcv_1_1MatSize-members.html                                                                                                     	   56	   55	    6	     6	   202	   198	   33	    33	    1607	     1583	      191	        191	    1655	     1628	      213	        213	
4.0.1/df/d80/classcv_1_1phase__unwrapping_1_1HistogramPhaseUnwrapping-members.html                                                                	  103	  102	    4	     4	   413	   409	   31	    31	    3756	     3732	      309	        309	    3833	     3806	      326	        326	
4.0.1/df/d81/classcv_1_1ximgproc_1_1SuperpixelSEEDS.html                                                                                          	  320	  291	   63	    63	  1679	  1569	  586	   586	   13238	    12591	     3871	       3871	   14188	    13459	     4339	       4339	
4.0.1/df/d81/py__table__of__contents__objdetect_8markdown.html                                                                                    	   17	   16	    2	     2	    55	    51	   19	    19	     529	      505	      251	        251	     554	      527	      256	        256	
4.0.1/df/d81/structcv_1_1cudev_1_1exp2__func_3_01uint_01_4-members.html                                                                           	   38	   37	    2	     2	   187	   183	   24	    24	    1245	     1221	      125	        125	    1299	     1272	      143	        143	
4.0.1/df/d82/classNCVMatrixReuse.html                                                                                                             	  186	  180	   19	    19	   553	   529	   72	    72	    6084	     5927	      688	        688	    6265	     6090	      744	        744	
4.0.1/df/d82/structcv_1_1cudev_1_1FindMinValExprBody.html                                                                                         	   70	   66	    7	     7	   265	   254	   37	    37	    2138	     2061	      367	        367	    2231	     2147	      385	        385	
4.0.1/df/d85/classcv_1_1dnn_1_1SliceLayer-members.html                                                                                            	  241	  240	    2	     2	  1132	  1128	   20	    20	    8674	     8650	      111	        111	    8882	     8855	      125	        125	
4.0.1/df/d87/structcv_1_1cudev_1_1VecTraits_3_01uchar_01_4.html                                                                                   	  109	  107	   12	    12	   494	   487	   64	    64	    4241	     4190	      595	        595	    4370	     4314	      628	        628	
4.0.1/df/d88/structHaarFeatureDescriptor32.html                                                                                                   	  120	  117	   31	    31	   340	   330	   79	    79	    4061	     3989	     1046	       1046	    4162	     4083	     1089	       1089	
4.0.1/df/d89/namespacecv_1_1gapi_1_1imgproc_1_1gpu.html                                                                                           	   25	   24	    2	     2	    77	    73	   13	    13	     550	      526	       87	         87	     575	      548	       92	         92	
4.0.1/df/d8b/directx_8hpp.html                                                                                                                    	  120	  106	   11	    11	   501	   472	   66	    66	    4756	     4580	      704	        704	    4929	     4738	      738	        738	
4.0.1/df/d8b/structcv_1_1cudev_1_1DerivXPtr.html                                                                                                  	   95	   91	   13	    13	   387	   376	   72	    72	    3191	     3114	      657	        657	    3309	     3225	      689	        689	
4.0.1/df/d8b/structcv_1_1detail_1_1ProtoToMeta_3_01cv_1_1GScalar_01_4.html                                                                        	   43	   42	    6	     6	   195	   191	   44	    44	    1393	     1369	      324	        324	    1454	     1427	      342	        342	
4.0.1/df/d8c/group__stitching__match.html                                                                                                         	  152	  143	   17	    17	   550	   537	   69	    69	    4911	     4811	      745	        745	    5089	     4985	      788	        788	
4.0.1/df/d8c/layer_8details_8hpp.html                                                                                                             	  150	  139	   42	    42	   548	   522	  214	   214	    4902	     4735	     2161	       2161	    5121	     4939	     2270	       2270	
4.0.1/df/d8d/any_8h.html                                                                                                                          	  121	  118	   20	    20	   445	   439	   69	    69	    3530	     3490	      599	        599	    3628	     3585	      631	        631	
4.0.1/df/d8d/classcv_1_1randpattern_1_1RandomPatternCornerFinder.html                                                                             	  168	  163	   42	    42	   767	   744	  212	   212	    6872	     6720	     2143	       2143	    7177	     7007	     2262	       2262	
4.0.1/df/d8e/facemark__aam_8markdown.html                                                                                                         	   17	   16	    2	     2	    57	    53	   21	    21	     521	      497	      243	        243	     546	      519	      248	        248	
